region,zone,district,Month,Year,date,test_performed,confirmed_all,confirmed_u5,confirmed_5_14,confirmed_15,population,pop_5,pop_514,pop_15,war_affected_regions,war_affected_zones,war_affected_districts
Amhara,East Gojjam,Debay Telatgen,December,2021,2021-12-01,122,13,0,0,13,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debay Telatgen,January,2021,2021-01-01,152,7,1,0,6,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debay Telatgen,February,2021,2021-02-01,112,2,0,0,2,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debay Telatgen,March,2021,2021-03-01,86,7,0,0,7,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debay Telatgen,April,2021,2021-04-01,68,6,0,0,6,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debay Telatgen,May,2021,2021-05-01,78,5,0,1,4,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debay Telatgen,June,2021,2021-06-01,56,1,0,0,1,155635.6398,22493.1596,39079.85516,94062.62504,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,July,2019,2019-07-01,775,300,8,49,243,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,August,2019,2019-08-01,595,297,1,43,253,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,September,2019,2019-09-01,635,270,17,20,233,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,October,2019,2019-10-01,753,353,16,50,287,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,November,2019,2019-11-01,1210,782,21,175,586,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,December,2019,2019-12-01,593,216,3,20,193,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,January,2019,2019-01-01,582,135,5,13,117,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,February,2019,2019-02-01,587,116,7,10,99,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,March,2019,2019-03-01,635,86,1,7,78,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,April,2019,2019-04-01,584,103,0,38,65,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,May,2019,2019-05-01,660,127,0,17,110,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,June,2019,2019-06-01,922,707,5,47,655,104508.2517,15104.00052,26241.85144,63162.39973,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,July,2020,2020-07-01,1264,510,6,42,462,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,August,2020,2020-08-01,1396,783,4,67,712,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,September,2020,2020-09-01,1633,745,12,91,642,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,October,2020,2020-10-01,2972,1460,16,150,1294,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,November,2020,2020-11-01,2905,2074,28,215,1831,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,December,2020,2020-12-01,1857,539,19,94,426,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,January,2020,2020-01-01,1200,349,9,35,305,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,February,2020,2020-02-01,1052,246,10,29,207,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,March,2020,2020-03-01,1086,373,2,31,340,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,April,2020,2020-04-01,804,254,12,44,198,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,May,2020,2020-05-01,1063,298,5,31,262,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,June,2020,2020-06-01,1461,855,11,67,777,106174.577,15344.82532,26660.26301,64169.48867,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,July,2021,2021-07-01,1353,623,12,49,562,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,August,2021,2021-08-01,1047,375,9,31,335,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,September,2021,2021-09-01,1365,551,5,70,476,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,October,2021,2021-10-01,2041,903,9,56,838,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,November,2021,2021-11-01,1663,830,14,173,643,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,December,2021,2021-12-01,2095,514,5,59,450,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,January,2021,2021-01-01,1094,255,2,21,232,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,February,2021,2021-02-01,957,137,0,16,121,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,March,2021,2021-03-01,1218,120,2,10,108,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,April,2021,2021-04-01,1416,124,6,17,101,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,May,2021,2021-05-01,1164,142,2,24,116,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Elias,June,2021,2021-06-01,1136,168,3,15,150,107823.7358,15583.16913,27074.36409,65166.20258,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,July,2019,2019-07-01,376,27,0,0,27,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,August,2019,2019-08-01,360,23,0,0,23,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,September,2019,2019-09-01,344,24,1,0,23,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,October,2019,2019-10-01,337,46,0,0,46,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,November,2019,2019-11-01,411,70,0,1,69,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,December,2019,2019-12-01,324,36,0,0,36,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,January,2019,2019-01-01,212,16,1,0,15,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,February,2019,2019-02-01,295,26,0,2,24,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,March,2019,2019-03-01,197,21,0,1,20,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,April,2019,2019-04-01,245,21,0,2,19,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,May,2019,2019-05-01,218,22,0,0,22,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,June,2019,2019-06-01,231,23,0,1,22,108911.5899,15740.39068,27347.52248,65823.67674,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,July,2020,2020-07-01,293,60,1,11,48,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,August,2020,2020-08-01,442,38,1,0,37,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,September,2020,2020-09-01,542,88,2,1,85,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,October,2020,2020-10-01,442,68,1,1,66,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,November,2020,2020-11-01,718,164,1,3,160,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,December,2020,2020-12-01,585,100,4,4,92,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,January,2020,2020-01-01,407,65,0,3,62,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,February,2020,2020-02-01,391,52,2,1,49,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,March,2020,2020-03-01,326,29,1,0,28,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,April,2020,2020-04-01,161,27,0,1,26,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,May,2020,2020-05-01,57,10,0,0,10,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,June,2020,2020-06-01,182,29,2,0,27,110648.1239,15991.36235,27783.56333,66873.19822,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,July,2021,2021-07-01,215,46,3,2,41,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,August,2021,2021-08-01,286,53,4,4,45,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,September,2021,2021-09-01,348,36,0,3,33,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,October,2021,2021-10-01,432,58,1,0,57,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,November,2021,2021-11-01,431,75,0,2,73,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,December,2021,2021-12-01,382,44,2,2,40,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,January,2021,2021-01-01,441,45,1,0,44,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,February,2021,2021-02-01,418,27,1,2,24,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,March,2021,2021-03-01,374,21,1,1,19,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,April,2021,2021-04-01,310,14,0,0,14,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,May,2021,2021-05-01,311,32,1,1,30,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Debre Markos town,June,2021,2021-06-01,352,42,0,1,41,112366.7682,16239.74852,28215.11211,67911.90757,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,July,2019,2019-07-01,102,23,0,2,21,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,August,2019,2019-08-01,135,43,0,4,39,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,September,2019,2019-09-01,179,51,0,8,43,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,October,2019,2019-10-01,200,74,0,6,68,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,November,2019,2019-11-01,214,59,0,4,55,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,December,2019,2019-12-01,160,56,1,8,47,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,January,2019,2019-01-01,144,65,3,4,58,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,February,2019,2019-02-01,184,49,1,3,45,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,March,2019,2019-03-01,201,56,0,1,55,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,April,2019,2019-04-01,154,35,0,1,34,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,May,2019,2019-05-01,199,74,1,1,72,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,June,2019,2019-06-01,206,39,0,2,37,125928.8248,18199.79767,31620.52239,76108.50474,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,July,2020,2020-07-01,203,40,0,3,37,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,August,2020,2020-08-01,152,44,0,11,33,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,September,2020,2020-09-01,274,104,2,12,90,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,October,2020,2020-10-01,353,140,1,28,111,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,November,2020,2020-11-01,690,316,4,59,253,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,December,2020,2020-12-01,643,304,5,55,244,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,January,2020,2020-01-01,539,154,1,42,111,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,February,2020,2020-02-01,369,113,0,9,104,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,March,2020,2020-03-01,272,78,1,3,74,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,April,2020,2020-04-01,186,65,6,6,53,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,May,2020,2020-05-01,138,37,2,4,31,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,June,2020,2020-06-01,126,23,0,4,19,127936.6891,18489.98321,32124.69384,77322.01205,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,July,2021,2021-07-01,165,40,3,2,35,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,August,2021,2021-08-01,160,38,0,1,37,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,September,2021,2021-09-01,205,49,6,5,38,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,October,2021,2021-10-01,483,214,4,39,171,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,November,2021,2021-11-01,391,140,4,44,92,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,December,2021,2021-12-01,464,222,3,48,171,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,January,2021,2021-01-01,220,58,1,11,46,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,February,2021,2021-02-01,183,32,0,5,27,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,March,2021,2021-03-01,121,28,0,0,28,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,April,2021,2021-04-01,236,27,1,4,22,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,May,2021,2021-05-01,161,25,0,3,22,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Dejen,June,2021,2021-06-01,181,31,0,1,30,129923.8684,18777.17926,32623.67132,78523.01782,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,July,2019,2019-07-01,54,11,0,3,8,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,August,2019,2019-08-01,53,14,0,2,12,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,September,2019,2019-09-01,79,31,8,2,21,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,October,2019,2019-10-01,145,48,2,9,37,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,November,2019,2019-11-01,116,40,4,9,27,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,December,2019,2019-12-01,60,17,1,2,14,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,January,2019,2019-01-01,66,12,0,4,8,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,February,2019,2019-02-01,84,10,0,0,10,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,March,2019,2019-03-01,88,10,1,1,8,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,April,2019,2019-04-01,45,5,0,1,4,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,May,2019,2019-05-01,194,71,8,24,39,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,June,2019,2019-06-01,162,39,0,3,36,211630.416,30585.7754,53140.05208,127904.5885,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,July,2020,2020-07-01,129,30,0,6,24,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,August,2020,2020-08-01,166,49,0,7,42,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,September,2020,2020-09-01,161,39,0,11,28,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,October,2020,2020-10-01,188,51,1,9,41,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,November,2020,2020-11-01,237,115,6,32,77,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,December,2020,2020-12-01,487,176,0,39,137,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,January,2020,2020-01-01,202,73,0,9,64,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,February,2020,2020-02-01,170,47,0,4,43,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,March,2020,2020-03-01,100,16,0,6,10,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,April,2020,2020-04-01,52,20,0,7,13,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,May,2020,2020-05-01,94,29,1,5,23,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,June,2020,2020-06-01,110,28,1,3,24,215004.7438,31073.44837,53987.34028,129943.9552,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,July,2021,2021-07-01,91,41,1,13,27,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,August,2021,2021-08-01,123,27,2,4,21,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,September,2021,2021-09-01,108,22,0,7,15,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,October,2021,2021-10-01,128,34,10,4,20,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,November,2021,2021-11-01,221,59,10,12,37,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,December,2021,2021-12-01,248,76,6,11,59,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,January,2021,2021-01-01,230,57,6,8,43,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,February,2021,2021-02-01,150,40,0,6,34,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,March,2021,2021-03-01,219,16,0,3,13,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,April,2021,2021-04-01,119,23,0,9,14,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,May,2021,2021-05-01,97,30,1,14,15,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enarj Enawga,June,2021,2021-06-01,131,50,0,7,43,218344.3095,31556.09735,54825.89978,131962.3124,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,July,2019,2019-07-01,115,41,3,9,29,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,August,2019,2019-08-01,86,24,0,5,19,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,September,2019,2019-09-01,123,53,3,12,38,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,October,2019,2019-10-01,186,83,0,22,61,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,November,2019,2019-11-01,181,56,0,9,47,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,December,2019,2019-12-01,143,54,1,6,47,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,January,2019,2019-01-01,191,73,0,20,53,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,February,2019,2019-02-01,107,54,0,17,37,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,March,2019,2019-03-01,153,61,0,19,42,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,April,2019,2019-04-01,209,46,0,3,43,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,May,2019,2019-05-01,168,78,1,10,67,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,June,2019,2019-06-01,220,80,0,26,54,165071.0383,23856.80564,41449.06832,99765.16434,Affected_regions,Not_affected,Not_affected
Amhara,East Gojjam,Enebse Sarmder,July,2020,2020-07-01,254,93,6,20,67,167703.003,24237.18897,42109.95036,101355.8637,Affected_regions,Not_affected,Not_affected
