region,zone,district,Month,Year,date,test_performed,confirmed_all,confirmed_u5,confirmed_5_14,confirmed_15,population,pop_5,pop_514,pop_15,war_affected_regions,war_affected_zones,war_affected_districts
Amhara,North Wollo,Lalibela town,February,2019,2019-02-01,3,3,0,0,3,33763.21473,4879.610984,8477.888117,20405.71563,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,March,2019,2019-03-01,4,4,0,0,4,33763.21473,4879.610984,8477.888117,20405.71563,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,April,2019,2019-04-01,2,2,0,0,2,33763.21473,4879.610984,8477.888117,20405.71563,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,May,2019,2019-05-01,NA,NA,NA,NA,NA,33763.21473,4879.610984,8477.888117,20405.71563,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,June,2019,2019-06-01,21,21,0,3,18,33763.21473,4879.610984,8477.888117,20405.71563,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,July,2020,2020-07-01,37,37,7,10,20,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,August,2020,2020-08-01,NA,NA,NA,NA,NA,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,September,2020,2020-09-01,9,9,0,0,9,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,October,2020,2020-10-01,1,1,0,0,1,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,November,2020,2020-11-01,3,3,0,0,3,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,December,2020,2020-12-01,13,13,1,0,12,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,January,2020,2020-01-01,3,3,0,1,2,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,February,2020,2020-02-01,1,1,0,0,1,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,March,2020,2020-03-01,2,2,0,0,2,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,April,2020,2020-04-01,2,2,0,0,2,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,May,2020,2020-05-01,2,2,0,0,2,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,June,2020,2020-06-01,3,3,0,0,3,34301.55018,4957.413634,8613.06327,20731.07328,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,July,2021,2021-07-01,9,9,1,0,8,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,August,2021,2021-08-01,13,13,0,0,13,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,September,2021,2021-09-01,3,2,0,1,1,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,October,2021,2021-10-01,27,20,3,2,15,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,November,2021,2021-11-01,25,21,2,5,14,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,December,2021,2021-12-01,24,21,3,3,15,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,January,2021,2021-01-01,18,16,2,0,14,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,February,2021,2021-02-01,8,8,1,3,4,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,March,2021,2021-03-01,9,9,0,0,9,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,April,2021,2021-04-01,9,4,0,0,4,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,May,2021,2021-05-01,8,8,0,0,8,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lalibela town,June,2021,2021-06-01,5,5,0,0,5,34834.33973,5034.414766,8746.845857,21053.07911,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,July,2019,2019-07-01,166,29,4,8,17,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,August,2019,2019-08-01,176,23,0,3,20,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,September,2019,2019-09-01,250,66,11,4,51,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,October,2019,2019-10-01,267,69,11,23,35,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,November,2019,2019-11-01,242,49,3,9,37,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,December,2019,2019-12-01,227,37,2,7,28,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,January,2019,2019-01-01,158,20,1,1,18,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,February,2019,2019-02-01,215,26,1,5,20,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,March,2019,2019-03-01,289,26,1,2,23,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,April,2019,2019-04-01,251,19,1,3,15,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,May,2019,2019-05-01,230,23,0,2,21,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,June,2019,2019-06-01,428,63,5,8,50,124241.2538,17955.90235,31196.77607,75088.57538,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,July,2020,2020-07-01,437,150,16,35,99,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,August,2020,2020-08-01,490,129,10,27,92,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,September,2020,2020-09-01,426,83,5,12,66,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,October,2020,2020-10-01,478,72,2,9,61,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,November,2020,2020-11-01,228,56,3,9,44,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,December,2020,2020-12-01,364,72,2,8,62,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,January,2020,2020-01-01,270,46,1,17,28,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,February,2020,2020-02-01,359,44,0,16,28,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,March,2020,2020-03-01,245,24,5,3,16,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,April,2020,2020-04-01,211,35,3,11,21,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,May,2020,2020-05-01,205,60,6,15,39,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,June,2020,2020-06-01,372,125,10,17,98,126222.2106,18242.1991,31694.19109,76285.82041,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,July,2021,2021-07-01,608,175,17,52,106,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,August,2021,2021-08-01,632,140,19,39,82,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,September,2021,2021-09-01,637,116,17,41,58,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,October,2021,2021-10-01,724,319,46,86,187,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,November,2021,2021-11-01,586,243,27,57,159,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,December,2021,2021-12-01,495,219,20,70,129,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,January,2021,2021-01-01,474,135,6,37,92,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,February,2021,2021-02-01,214,79,5,18,56,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,March,2021,2021-03-01,167,59,3,20,36,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,April,2021,2021-04-01,210,49,4,11,34,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,May,2021,2021-05-01,301,61,9,15,37,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Lasta,June,2021,2021-06-01,76,42,2,9,31,128182.7598,18525.54645,32186.48179,77470.73156,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Meket,July,2019,2019-07-01,31,17,2,5,10,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,August,2019,2019-08-01,27,11,0,0,11,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,September,2019,2019-09-01,65,7,0,1,6,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,October,2019,2019-10-01,95,29,2,5,22,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,November,2019,2019-11-01,53,19,2,4,13,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,December,2019,2019-12-01,52,5,0,0,5,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,January,2019,2019-01-01,9,3,0,0,3,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,February,2019,2019-02-01,23,14,0,4,10,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,March,2019,2019-03-01,11,11,0,0,11,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,April,2019,2019-04-01,7,5,1,3,1,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,May,2019,2019-05-01,27,2,0,0,2,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,June,2019,2019-06-01,57,9,0,3,6,289137.5309,41787.45072,72601.96214,174748.118,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,July,2020,2020-07-01,83,28,2,6,20,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,August,2020,2020-08-01,52,20,2,4,14,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,September,2020,2020-09-01,70,47,1,1,45,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,October,2020,2020-10-01,25,12,4,0,8,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,November,2020,2020-11-01,53,37,2,12,23,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,December,2020,2020-12-01,66,27,0,9,18,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,January,2020,2020-01-01,120,30,0,14,16,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,February,2020,2020-02-01,119,17,0,1,16,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,March,2020,2020-03-01,149,17,0,5,12,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,April,2020,2020-04-01,173,14,0,0,14,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,May,2020,2020-05-01,147,10,1,2,7,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,June,2020,2020-06-01,232,18,0,2,16,293747.666,42453.72809,73759.55954,177534.3784,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,July,2021,2021-07-01,233,46,2,10,34,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,August,2021,2021-08-01,218,28,4,3,21,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,September,2021,2021-09-01,132,17,1,1,15,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,October,2021,2021-10-01,312,75,3,20,52,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,November,2021,2021-11-01,752,86,1,22,63,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,December,2021,2021-12-01,803,102,4,11,87,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,January,2021,2021-01-01,637,24,2,6,16,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,February,2021,2021-02-01,128,30,1,4,25,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,March,2021,2021-03-01,194,23,0,5,18,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,April,2021,2021-04-01,198,17,0,2,15,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,May,2021,2021-05-01,148,29,4,4,21,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Meket,June,2021,2021-06-01,142,14,3,2,9,298310.3079,43113.14153,74905.23147,180291.9349,Affected_regions,Affected_zones,surrounding_affected
Amhara,North Wollo,Raya Kobo,July,2019,2019-07-01,325,143,15,30,98,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,August,2019,2019-08-01,445,215,25,53,137,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,September,2019,2019-09-01,833,334,56,105,173,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,October,2019,2019-10-01,664,362,32,103,227,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,November,2019,2019-11-01,589,324,29,90,205,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,December,2019,2019-12-01,496,176,20,54,102,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,January,2019,2019-01-01,405,139,9,33,97,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,February,2019,2019-02-01,390,153,21,36,96,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,March,2019,2019-03-01,489,142,15,34,93,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,April,2019,2019-04-01,427,106,19,41,46,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,May,2019,2019-05-01,424,115,9,40,66,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,June,2019,2019-06-01,592,100,5,21,74,245306.7862,35452.83523,61596.13367,148257.8173,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,July,2020,2020-07-01,817,266,23,79,164,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,August,2020,2020-08-01,851,358,27,96,235,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,September,2020,2020-09-01,1160,698,31,194,473,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,October,2020,2020-10-01,888,455,22,126,307,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,November,2020,2020-11-01,890,343,27,84,232,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,December,2020,2020-12-01,936,310,8,64,238,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,January,2020,2020-01-01,805,213,15,68,130,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,February,2020,2020-02-01,555,137,7,42,88,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,March,2020,2020-03-01,682,181,5,44,132,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,April,2020,2020-04-01,652,197,4,58,135,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,May,2020,2020-05-01,773,180,12,57,111,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,June,2020,2020-06-01,812,174,12,49,113,249218.0648,36018.11072,62578.24935,150621.7047,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,July,2021,2021-07-01,1124,378,16,133,229,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,August,2021,2021-08-01,1080,321,24,98,199,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,September,2021,2021-09-01,1614,570,35,226,309,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,October,2021,2021-10-01,1546,577,16,113,448,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,November,2021,2021-11-01,985,324,21,75,228,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,December,2021,2021-12-01,725,285,25,78,182,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,January,2021,2021-01-01,601,199,3,72,124,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,February,2021,2021-02-01,690,183,12,65,106,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,March,2021,2021-03-01,696,111,4,32,75,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,April,2021,2021-04-01,497,88,1,44,43,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,May,2021,2021-05-01,719,90,7,12,71,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Raya Kobo,June,2021,2021-06-01,813,92,9,24,59,253089.0496,36577.56278,63550.24731,152961.2395,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,July,2019,2019-07-01,13,0,0,0,0,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,August,2019,2019-08-01,7,2,0,1,1,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,September,2019,2019-09-01,18,2,0,0,2,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,October,2019,2019-10-01,13,5,0,2,3,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,November,2019,2019-11-01,12,3,0,1,2,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,December,2019,2019-12-01,18,14,0,4,10,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,January,2019,2019-01-01,13,4,0,0,4,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,February,2019,2019-02-01,12,6,0,0,6,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,March,2019,2019-03-01,26,5,0,1,4,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,April,2019,2019-04-01,18,1,0,0,1,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,May,2019,2019-05-01,4,1,0,0,1,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,June,2019,2019-06-01,6,4,1,0,3,156716.8111,22649.41532,39351.33551,94716.06028,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,July,2020,2020-07-01,18,13,0,0,13,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,August,2020,2020-08-01,21,8,0,1,7,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,September,2020,2020-09-01,18,4,0,0,4,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,October,2020,2020-10-01,20,7,0,0,7,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,November,2020,2020-11-01,11,3,0,2,1,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,December,2020,2020-12-01,22,8,0,0,8,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,January,2020,2020-01-01,25,6,0,1,5,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,February,2020,2020-02-01,29,13,0,1,12,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,March,2020,2020-03-01,29,6,0,0,6,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,April,2020,2020-04-01,29,12,0,0,12,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,May,2020,2020-05-01,15,3,0,0,3,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,June,2020,2020-06-01,21,4,0,1,3,159215.5724,23010.54749,39978.77039,96226.25452,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,July,2021,2021-07-01,16,10,1,1,8,161688.5916,23367.9593,40599.74147,97720.89083,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,August,2021,2021-08-01,21,2,0,1,1,161688.5916,23367.9593,40599.74147,97720.89083,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,September,2021,2021-09-01,15,28,0,0,28,161688.5916,23367.9593,40599.74147,97720.89083,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,October,2021,2021-10-01,28,4,0,1,3,161688.5916,23367.9593,40599.74147,97720.89083,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,November,2021,2021-11-01,31,8,0,0,8,161688.5916,23367.9593,40599.74147,97720.89083,Affected_regions,Affected_zones,Affected_district
Amhara,North Wollo,Wadla,December,2021,2021-12-01,40,4,0,0,4,161688.5916,23367.9593,40599.74147,97720.89083,Affected_regions,Affected_zones,Affected_district
